sensor A4,sensor A5,sensor A6,sensor A7,sensor A8,sensor A9,sensor A10,sensor A11,sensor A12,sensor A13
38.1,49.0,51.0,50.8,50.4,49.5,49.9,48.9,49.3,49.2
38.5,49.0,51.2,50.7,50.7,49.0,49.6,48.3,49.2,48.9
38.3,49.3,51.7,50.9,50.7,48.8,49.4,48.9,49.0,49.0
38.1,49.5,51.6,51.2,50.3,48.9,49.5,49.0,49.0,48.9
38.1,49.5,51.6,51.2,50.3,48.9,49.5,49.0,49.0,48.9
37.9,49.3,51.2,50.9,49.8,48.6,49.7,48.7,49.2,48.6
37.0,49.4,51.0,50.6,49.7,48.7,49.6,48.6,49.0,48.5
36.6,49.7,50.6,50.3,49.6,49.0,49.4,48.7,49.0,48.4
36.6,49.7,50.6,50.3,49.6,49.0,49.4,48.7,49.0,48.4
37.1,50.0,50.7,50.4,49.9,49.2,49.6,48.6,49.0,48.2
38.6,49.7,50.6,50.4,50.0,49.1,50.1,48.5,49.6,48.3
39.1,50.2,50.5,50.5,50.1,49.3,50.4,49.0,49.5,48.6
39.1,50.2,50.5,50.5,50.1,49.3,50.4,49.0,49.5,48.6
40.7,49.9,50.4,50.2,50.5,48.8,50.0,48.9,49.7,48.8
39.9,49.7,50.9,50.7,50.6,49.3,50.5,48.7,49.8,49.1
39.1,49.8,51.1,50.6,49.9,49.1,49.5,48.8,49.4,49.0
39.1,49.8,51.1,50.6,49.9,49.1,49.5,48.8,49.4,49.0
37.6,50.1,50.5,50.3,49.9,48.6,49.3,48.4,48.6,48.5
37.2,49.8,50.4,50.4,49.8,49.1,49.7,48.0,48.8,48.9
41.2,50.4,50.9,51.0,49.7,49.1,49.7,48.2,49.4,49.1
41.2,50.4,50.9,51.0,49.7,49.1,49.7,48.2,49.4,49.1
41.8,50.4,50.1,51.1,50.3,48.9,49.5,48.3,49.2,48.6
41.1,50.2,49.9,50.5,50.0,48.8,49.6,47.9,49.3,48.7
40.3,49.7,49.9,50.3,49.8,48.8,49.8,47.9,49.3,48.6
40.3,49.7,49.9,50.3,49.8,48.8,49.8,47.9,49.3,48.6
43.0,50.0,49.9,50.2,50.6,49.2,49.8,48.0,49.5,48.8
46.0,50.5,50.2,50.4,50.2,48.4,49.1,48.3,49.1,48.5
46.6,50.3,50.4,49.7,49.9,48.6,48.6,48.8,48.8,48.3
46.6,50.3,50.4,49.7,49.9,48.6,48.6,48.8,48.8,48.3
46.9,50.1,50.3,49.6,49.6,48.4,49.3,48.4,48.4,47.8
46.2,48.9,49.8,49.7,49.2,48.3,48.8,48.6,47.9,47.7
44.4,48.9,50.0,49.3,49.2,47.7,48.8,48.5,48.2,48.2
44.4,48.9,50.0,49.3,49.2,47.7,48.8,48.5,48.2,48.2
42.8,49.5,49.2,49.4,49.2,48.2,49.0,48.5,48.5,48.7
44.2,50.0,48.8,49.6,49.4,47.8,49.0,48.4,48.3,48.5
44.2,50.0,48.3,49.2,49.2,47.6,48.5,49.1,48.4,48.4
44.2,50.0,48.3,49.2,49.2,47.6,48.5,49.1,48.4,48.4
43.7,50.2,48.4,49.5,49.0,47.9,48.3,48.2,48.9,48.2
43.9,50.4,48.8,49.4,49.2,47.6,48.0,48.6,48.9,48.3
43.3,50.7,48.5,50.1,48.7,48.7,48.0,48.8,49.2,48.6
43.3,50.7,48.5,50.1,48.7,48.7,48.0,48.8,49.2,48.6
44.2,50.6,48.5,50.1,49.9,49.1,48.4,49.1,49.8,48.8
45.5,50.2,49.0,50.5,50.4,49.7,48.5,49.0,49.5,48.7
44.7,51.1,49.1,50.6,50.6,50.5,49.5,49.7,49.9,49.0
44.7,51.1,49.1,50.6,50.6,50.5,49.5,49.7,49.9,49.0
44.7,50.9,49.1,50.4,51.0,50.1,49.6,49.2,50.1,49.0
42.7,50.9,49.1,50.5,50.7,50.4,49.8,49.1,50.1,48.3
42.4,50.8,49.5,50.8,51.0,50.8,50.6,49.1,50.3,48.4
42.4,50.8,49.5,50.8,51.0,50.8,50.6,49.1,50.3,48.4
43.4,50.7,50.2,50.9,51.3,50.7,50.8,49.7,51.2,48.5
42.7,51.2,50.3,50.7,51.7,51.5,51.0,49.6,51.3,48.5
42.7,51.2,50.3,50.7,51.7,51.5,51.0,49.6,51.3,48.5
41.6,51.0,50.7,50.8,51.2,51.8,51.1,49.7,51.0,48.3
39.7,50.2,51.1,51.1,51.4,51.6,50.3,50.0,51.4,49.5
43.0,51.0,51.4,51.5,52.1,51.3,50.1,50.3,51.5,50.0
43.0,51.0,51.4,51.5,52.1,51.3,50.1,50.3,51.5,50.0
40.6,51.1,51.2,51.8,52.3,51.4,50.0,50.1,51.3,49.5
40.1,51.2,51.3,51.5,52.2,51.4,49.8,49.9,50.8,49.9
39.2,50.3,51.7,52.0,52.0,51.9,49.9,49.7,50.8,49.8
39.2,50.3,51.7,52.0,52.0,51.9,49.9,49.7,50.8,49.8
39.0,50.3,51.9,52.2,52.0,51.6,50.2,49.4,51.1,49.8
38.7,50.8,51.8,52.1,52.0,51.4,50.3,49.6,51.3,49.2
39.5,51.4,52.1,52.6,52.0,51.6,50.1,50.0,51.1,49.1
39.5,51.4,52.1,52.6,52.0,51.6,50.1,50.0,51.1,49.1
39.0,51.4,51.8,52.0,51.7,50.9,50.4,49.5,50.8,49.0
39.1,50.7,51.7,51.6,51.2,50.3,50.5,49.8,50.7,48.9
39.4,50.5,51.4,51.6,50.7,50.3,50.1,49.8,50.4,48.8
39.4,50.5,51.4,51.6,50.7,50.3,50.1,49.8,50.4,48.8
38.9,50.2,51.0,51.4,50.6,50.4,49.8,49.8,49.6,48.6
38.5,50.5,50.7,51.2,50.2,50.2,50.0,50.0,49.7,48.7
37.9,49.8,50.3,51.0,49.7,50.2,49.7,50.2,49.3,48.9
37.9,49.8,50.3,51.0,49.7,50.2,49.7,50.2,49.3,48.9
37.8,49.7,50.3,50.9,49.9,49.8,49.7,50.0,49.7,48.9
38.6,49.6,50.5,50.4,50.7,49.4,50.1,49.8,49.6,48.8
37.9,49.2,50.8,50.7,50.9,48.7,50.1,49.4,49.5,49.1
37.9,49.2,50.8,50.7,50.9,48.7,50.1,49.4,49.5,49.1
37.3,49.5,50.9,50.0,50.6,48.2,49.3,49.3,48.7,48.9
35.8,49.4,50.5,50.4,49.8,48.5,48.4,49.3,48.1,47.9
34.7,49.5,49.8,50.5,49.6,48.7,48.5,49.1,48.5,48.2
34.7,49.5,49.8,50.5,49.6,48.7,48.5,49.1,48.5,48.2
33.6,49.3,49.6,50.6,49.7,48.9,47.9,49.1,47.9,48.9
33.2,49.5,49.5,50.8,49.4,49.4,47.8,49.1,48.5,49.1
34.8,50.2,49.7,51.0,49.2,49.3,48.1,48.2,48.6,48.6
34.8,50.2,49.7,51.0,49.2,49.3,48.1,48.2,48.6,48.6
35.4,50.6,49.4,50.7,49.9,49.1,48.6,48.0,49.4,48.8
34.9,51.1,50.0,51.2,50.4,49.8,49.4,48.7,50.2,48.7
37.0,51.7,50.6,51.5,50.6,49.7,49.5,48.6,50.3,48.3
37.0,51.7,50.6,51.5,50.6,49.7,49.5,48.6,50.3,48.3
39.3,51.6,51.5,52.0,50.8,49.5,49.7,48.7,50.9,48.4
39.1,51.5,51.9,52.1,51.2,50.1,50.0,49.0,50.6,48.3
39.5,51.7,52.4,52.4,50.7,50.6,50.8,49.2,50.7,48.9
39.5,51.7,52.4,52.4,50.7,50.6,50.8,49.2,50.7,48.9
40.8,51.9,52.3,52.1,50.9,50.5,50.4,48.9,50.3,48.6
38.9,51.6,51.8,51.9,51.1,50.4,50.2,49.0,50.2,48.7
40.4,51.5,51.2,51.6,50.4,49.9,49.8,49.6,50.0,48.9
40.4,51.5,51.2,51.6,50.4,49.9,49.8,49.6,50.0,48.9
41.2,51.0,51.1,51.5,50.4,49.9,49.7,49.7,50.5,48.9
41.5,50.9,50.6,50.5,50.2,49.5,49.6,49.1,50.0,48.3
41.5,50.9,50.6,50.5,50.2,49.5,49.6,49.1,50.0,48.3
40.1,50.1,50.2,49.9,49.2,49.1,49.2,48.5,49.2,47.2
37.2,49.1,49.4,48.8,48.8,48.0,48.4,47.8,48.1,46.7
34.8,48.2,48.8,48.1,48.3,47.9,48.5,47.0,47.4,45.9
34.8,48.2,48.8,48.1,48.3,47.9,48.5,47.0,47.4,45.9
32.9,47.7,48.1,47.8,48.1,47.9,48.0,46.8,47.0,45.7
31.2,47.4,47.6,47.5,47.8,47.8,47.7,46.7,47.0,45.8
32.0,47.1,47.8,47.3,48.1,47.8,47.6,46.6,46.9,45.7
32.0,47.1,47.8,47.3,48.1,47.8,47.6,46.6,46.9,45.7
35.1,48.6,49.2,48.3,48.7,48.1,48.2,47.5,47.9,46.8
38.2,49.4,49.6,49.2,48.9,48.4,48.4,48.4,48.7,47.1
40.5,49.2,50.0,49.7,48.8,48.6,48.0,48.6,48.7,47.2
40.5,49.2,50.0,49.7,48.8,48.6,48.0,48.6,48.7,47.2
44.0,49.1,50.1,49.8,49.4,48.9,48.3,48.5,48.8,47.2
46.4,49.0,50.0,50.1,49.5,49.2,48.3,48.9,48.8,47.8
48.4,49.3,50.0,50.5,49.9,49.0,48.4,49.5,48.5,47.4
48.4,49.3,50.0,50.5,49.9,49.0,48.4,49.5,48.5,47.4
49.6,49.4,49.7,50.3,49.7,48.8,48.3,49.6,48.9,47.3
50.5,49.3,49.6,50.1,49.5,48.7,48.3,49.2,48.9,47.6
50.9,48.8,49.0,49.8,49.4,48.2,48.1,49.2,48.5,47.6
50.9,48.8,49.0,49.8,49.4,48.2,48.1,49.2,48.5,47.6
51.2,48.0,49.0,49.8,49.2,48.0,47.8,48.8,48.6,47.7
50.9,47.4,49.2,49.3,49.2,47.7,48.0,48.4,48.3,46.8
49.9,46.9,48.5,48.8,48.8,47.7,48.0,47.9,48.7,46.7
49.9,46.9,48.5,48.8,48.8,47.7,48.0,47.9,48.7,46.7
49.3,47.6,48.6,48.6,48.4,47.0,47.8,47.9,48.6,46.0
48.2,46.9,48.2,47.8,47.9,46.4,47.7,47.3,48.5,45.7
47.4,46.6,48.0,47.1,47.3,46.2,47.6,47.1,48.3,45.1
47.4,46.6,48.0,47.1,47.3,46.2,47.6,47.1,48.3,45.1
46.3,46.4,48.0,46.8,47.3,45.4,47.8,47.0,47.4,45.1
46.0,45.9,47.7,46.4,46.9,45.7,48.0,46.2,47.3,44.5
45.7,45.6,47.3,46.3,46.8,45.1,47.8,46.6,47.3,44.3
45.7,45.6,47.3,46.3,46.8,45.1,47.8,46.6,47.3,44.3
45.0,44.9,47.9,46.4,46.4,44.5,47.1,46.7,47.1,44.1
44.4,44.6,47.3,46.0,46.0,44.4,46.6,47.2,46.5,44.2
44.8,44.4,46.6,45.9,46.0,44.1,46.1,46.9,46.5,44.3
44.8,44.4,46.6,45.9,46.0,44.1,46.1,46.9,46.5,44.3
45.1,44.5,47.3,45.6,46.0,44.1,46.5,46.9,46.8,44.7
45.8,44.6,47.7,45.8,46.6,44.8,46.9,46.3,46.5,45.1
46.5,45.1,47.1,46.1,47.3,45.1,47.1,46.3,46.7,44.9
46.5,45.1,47.1,46.1,47.3,45.1,47.1,46.3,46.7,44.9
46.4,45.4,47.4,46.9,47.7,45.4,47.5,46.1,47.5,45.1
46.2,45.6,47.4,46.4,47.9,45.5,47.6,46.1,47.6,44.6
46.2,46.4,47.6,46.7,47.7,45.7,47.5,46.6,47.6,45.4
46.2,46.4,47.6,46.7,47.7,45.7,47.5,46.6,47.6,45.4
47.3,46.4,48.3,47.2,48.1,46.5,47.7,46.8,48.0,45.7
47.7,46.8,48.8,47.3,48.5,46.7,47.8,47.0,48.3,45.9
47.2,46.3,48.6,48.3,48.9,47.4,47.6,47.2,48.3,46.0
47.2,46.3,48.6,48.3,48.9,47.4,47.6,47.2,48.3,46.0
46.5,46.6,48.2,49.0,49.4,47.5,48.0,47.1,48.2,45.9
45.6,46.5,48.3,49.2,49.5,47.2,48.6,47.3,48.2,46.0
45.6,46.5,48.3,49.2,49.5,47.2,48.6,47.3,48.2,46.0
44.9,46.7,48.3,49.1,49.1,46.9,48.5,46.9,48.2,45.7
43.8,46.5,47.9,48.5,48.6,46.6,48.3,47.1,48.1,45.5
43.9,46.7,47.9,48.7,48.1,47.4,48.1,47.8,48.4,45.7
43.9,46.7,47.9,48.7,48.1,47.4,48.1,47.8,48.4,45.7
44.8,47.6,49.0,48.6,49.1,47.8,48.5,48.3,49.4,47.1
48.0,48.7,49.7,49.6,49.9,48.6,49.9,49.5,50.2,47.5
49.0,49.8,49.9,50.1,50.0,49.6,50.0,49.5,50.1,47.8
49.0,49.8,49.9,50.1,50.0,49.6,50.0,49.5,50.1,47.8
50.5,49.7,49.9,50.5,50.0,50.4,50.7,50.1,49.9,47.9
50.3,50.2,50.4,50.6,50.2,49.9,51.7,49.6,50.2,48.9
48.4,50.2,50.0,50.4,50.7,49.6,50.7,49.8,49.6,48.1
48.4,50.2,50.0,50.4,50.7,49.6,50.7,49.8,49.6,48.1
43.6,49.5,49.1,50.0,50.3,49.0,50.4,49.8,48.9,47.8
39.6,49.5,49.1,49.4,50.3,48.6,50.0,49.1,48.3,47.1
38.8,49.4,49.7,50.1,50.1,48.4,50.5,49.7,48.9,47.4
38.8,49.4,49.7,50.1,50.1,48.4,50.5,49.7,48.9,47.4
36.5,49.2,49.7,50.1,50.4,48.0,50.1,49.3,48.6,47.2
34.1,48.7,49.2,49.8,50.2,47.5,49.5,48.9,48.0,46.8
31.5,48.3,48.9,49.2,49.2,47.3,49.0,48.2,47.7,46.4
31.5,48.3,48.9,49.2,49.2,47.3,49.0,48.2,47.7,46.4
30.5,48.7,48.4,48.9,48.9,47.3,48.8,48.0,47.6,46.5
28.2,48.5,48.5,48.7,48.8,47.7,48.6,47.9,47.4,47.2
27.9,47.8,48.7,48.2,48.7,47.3,48.5,47.6,47.2,47.2
27.9,47.8,48.7,48.2,48.7,47.3,48.5,47.6,47.2,47.2
27.0,47.2,48.9,48.6,48.4,47.1,48.0,47.7,46.8,46.8
25.6,46.7,48.5,48.1,48.0,47.2,47.7,47.4,46.9,46.3
24.2,46.0,48.1,48.2,47.3,47.0,47.4,47.0,46.1,46.2
24.2,46.0,48.1,48.2,47.3,47.0,47.4,47.0,46.1,46.2
24.0,46.0,48.1,48.0,47.4,47.0,46.7,46.7,45.7,46.2
23.6,45.9,47.8,48.2,47.8,46.9,46.9,46.5,45.4,46.3
24.8,45.9,47.8,48.4,47.7,46.7,46.2,46.4,45.2,46.0
24.8,45.9,47.8,48.4,47.7,46.7,46.2,46.4,45.2,46.0
24.3,45.9,47.8,48.1,47.9,46.6,46.5,46.5,45.5,46.0
22.7,45.3,47.4,47.8,47.3,46.7,46.5,45.7,45.7,45.8
21.9,45.6,47.5,47.5,46.8,46.4,46.5,45.9,45.6,45.7
21.9,45.6,47.5,47.5,46.8,46.4,46.5,45.9,45.6,45.7
21.4,45.5,47.3,47.4,46.7,46.5,46.1,45.7,45.4,45.7
21.7,45.9,47.4,47.5,46.7,46.3,46.2,46.1,44.9,45.5
22.3,46.2,47.8,47.9,47.1,46.4,46.9,46.5,44.7,46.2
22.3,46.2,47.8,47.9,47.1,46.4,46.9,46.5,44.7,46.2
23.9,46.0,47.5,48.2,47.2,46.5,46.5,46.4,44.9,46.4
23.8,46.3,47.7,47.7,47.3,46.7,46.7,46.1,45.2,45.9
24.0,46.6,47.9,47.8,47.3,46.6,46.5,45.9,45.5,46.2
24.0,46.6,47.9,47.8,47.3,46.6,46.5,45.9,45.5,46.2
23.8,46.5,47.5,47.8,46.9,46.5,46.7,46.2,46.3,46.8
24.4,46.4,47.6,47.7,46.9,46.3,46.4,46.0,45.8,46.5
24.4,46.4,47.6,47.7,46.9,46.3,46.4,46.0,45.8,46.5
23.8,46.2,47.5,47.4,46.8,46.2,45.9,46.0,45.7,46.0
22.9,46.2,47.3,47.5,46.8,46.1,45.9,46.0,45.7,46.0
24.6,46.1,46.9,47.0,47.3,45.9,45.8,45.9,45.6,45.7
24.6,46.1,46.9,47.0,47.3,45.9,45.8,45.9,45.6,45.7
24.9,46.1,46.8,46.5,46.7,45.9,45.7,45.4,46.1,45.6
25.5,45.8,47.0,46.8,46.7,45.6,45.4,45.4,46.1,45.4
25.5,45.8,46.8,47.1,46.3,45.8,45.5,45.2,45.6,45.3
25.5,45.8,46.8,47.1,46.3,45.8,45.5,45.2,45.6,45.3
26.0,45.4,46.7,47.2,46.3,45.9,45.4,45.4,45.7,45.4
27.2,46.1,47.3,47.9,47.0,46.0,46.1,45.5,46.2,45.6
27.9,46.5,47.9,48.6,47.4,46.2,46.0,45.6,46.5,45.8
27.9,46.5,47.9,48.6,47.4,46.2,46.0,45.6,46.5,45.8
27.8,47.1,47.8,48.9,47.8,46.6,46.4,46.0,46.7,46.2
28.9,47.2,47.9,48.9,48.4,47.0,46.8,46.1,47.2,46.1
28.0,47.2,47.8,48.8,48.5,46.7,46.5,46.2,47.5,45.8
28.0,47.2,47.8,48.8,48.5,46.7,46.5,46.2,47.5,45.8
27.1,46.8,47.5,48.4,48.0,46.9,46.3,46.1,47.1,45.4
28.0,47.0,47.8,48.5,48.7,46.9,46.7,46.2,46.9,45.3
29.0,47.8,47.9,49.0,48.8,47.4,47.2,46.5,46.8,45.3
29.0,47.8,47.9,49.0,48.8,47.4,47.2,46.5,46.8,45.3
28.9,47.5,47.6,49.3,48.4,47.3,47.0,47.2,47.0,45.4
27.5,47.0,47.6,49.0,48.0,47.4,47.2,47.3,47.3,45.2
26.3,46.5,47.8,48.7,48.3,47.8,46.8,46.6,46.8,45.6
26.3,46.5,47.8,48.7,48.3,47.8,46.8,46.6,46.8,45.6
25.8,46.3,47.4,48.9,48.3,47.7,47.0,46.5,47.0,46.0
25.2,46.4,47.8,48.7,48.1,46.8,47.2,46.2,47.1,46.6
24.9,46.6,47.5,48.6,48.1,47.0,47.4,46.3,46.8,46.0
24.9,46.6,47.5,48.6,48.1,47.0,47.4,46.3,46.8,46.0
23.5,46.8,47.1,47.8,48.4,46.7,47.4,46.4,46.8,45.7
21.8,46.4,46.6,47.4,48.5,45.8,46.7,46.0,45.8,44.9
20.3,46.4,46.0,46.7,48.5,45.9,46.5,45.7,44.9,43.8
20.3,46.4,46.0,46.7,48.5,45.9,46.5,45.7,44.9,43.8
20.9,46.3,45.8,46.8,47.7,45.7,46.7,45.5,44.9,43.6
22.0,45.7,46.4,46.5,47.6,45.8,45.8,45.8,45.4,43.5
22.7,46.5,46.7,47.2,47.4,45.2,46.2,46.6,45.5,43.4
22.7,46.5,46.7,47.2,47.4,45.2,46.2,46.6,45.5,43.4
22.8,47.0,46.9,47.4,47.9,45.0,46.0,46.2,45.6,43.9
22.2,47.0,47.2,47.5,47.3,45.6,45.8,46.2,45.8,44.6
22.5,47.1,47.3,47.6,47.4,46.4,46.6,46.5,46.0,44.2
22.5,47.1,47.3,47.6,47.4,46.4,46.6,46.5,46.0,44.2
